iter_count,highest_fit,best_circuit,no_units,iter_max,best_count_lim,p_mutation,p_crossing,no_circuits,value_weight,waste_weight
370,79.2176,7 2 6 5 8 4 1 4 11 5 7 10 1 8 3 1 0 9 4 10 8 ,10,5000,200,0.1,0.9,100,100,500
908,133.036,7 10 5 5 6 7 11 5 1 5 3 0 9 5 2 5 4 10 0 8 7 ,10,5000,200,0.1,0.9,100,100,500
663,137.29,3 9 6 3 11 10 5 9 0 8 1 10 9 8 4 5 3 2 7 2 8 ,10,5000,200,0.1,0.9,100,100,500
674,129.342,9 5 4 8 6 5 8 2 7 5 9 10 8 8 3 8 11 5 0 2 1 ,10,5000,200,0.1,0.9,100,100,500
316,44.2267,2 9 7 2 6 0 8 9 0 1 8 9 4 2 0 9 5 3 11 10 3 ,10,5000,200,0.1,0.9,100,100,500
691,136.261,5 4 5 3 8 3 1 9 0 10 7 7 6 7 2 9 3 3 11 10 4 ,10,5000,200,0.1,0.9,100,100,500
548,147.134,7 4 7 4 3 1 6 4 0 10 1 3 2 1 11 3 9 3 5 3 8 ,10,5000,200,0.1,0.9,100,100,500
890,152.062,9 4 1 4 9 1 6 4 0 10 3 3 2 9 8 0 5 0 11 3 7 ,10,5000,200,0.1,0.9,100,100,500
1085,117.752,7 3 4 3 5 7 11 8 9 3 1 9 2 10 8 3 0 10 9 6 7 ,10,5000,200,0.25,0.9,100,100,500
538,81.1819,3 4 2 4 0 7 5 1 2 10 0 7 6 3 8 4 1 1 9 3 11 ,10,5000,200,0.25,0.9,100,100,500
388,40.7783,3 8 9 4 3 10 5 8 0 1 8 2 4 2 1 6 5 5 6 7 11 ,10,5000,200,0.25,0.9,100,100,500
458,69.4576,0 5 9 10 4 8 5 4 7 1 0 1 4 4 11 2 6 2 4 5 3 ,10,5000,200,0.25,0.9,100,100,500
572,58.2629,1 10 3 8 9 0 8 4 2 10 2 0 6 7 1 0 2 0 5 2 11 ,10,5000,200,0.25,0.9,100,100,500
587,57.934,6 1 3 10 0 1 6 8 4 1 2 3 11 0 9 8 4 2 7 4 5 ,10,5000,200,0.25,0.9,100,100,500
446,97.5327,0 1 5 6 0 9 11 7 2 8 3 9 4 10 7 6 8 6 1 1 8 ,10,5000,200,0.25,0.9,100,100,500
676,73.4136,2 5 2 7 5 6 9 5 0 3 11 10 6 1 3 5 2 6 4 0 8 ,10,5000,200,0.25,0.9,100,100,500
346,50.1859,4 7 4 10 5 4 6 5 9 0 3 1 0 2 11 3 1 9 2 5 8 ,10,5000,200,0.25,0.9,100,100,500
1067,103.314,8 5 6 0 11 0 1 9 8 7 2 7 9 9 3 5 0 7 4 10 7 ,10,5000,200,0.25,0.9,100,100,500
456,36.5442,9 5 9 10 8 4 6 0 2 1 7 0 3 4 11 5 0 1 4 8 3 ,10,5000,200,0.5,0.9,100,100,500
442,39.789,1 9 2 4 6 8 11 5 1 7 3 3 7 3 0 10 4 5 9 0 4 ,10,5000,200,0.5,0.9,100,100,500
261,35.1268,6 8 4 3 6 9 0 7 1 8 7 4 11 4 5 0 3 10 2 10 0 ,10,5000,200,0.5,0.9,100,100,500
247,27.5368,6 2 6 5 0 1 5 7 9 3 0 10 8 8 3 5 8 2 4 1 11 ,10,5000,200,0.5,0.9,100,100,500
265,40.7229,4 9 11 2 11 5 8 8 2 2 7 10 3 5 9 9 0 5 6 2 1 ,10,5000,200,0.5,0.9,100,100,500
344,28.2823,0 8 1 7 6 8 1 10 7 3 5 4 7 5 9 3 2 5 7 6 11 ,10,5000,200,0.5,0.9,100,100,500
324,40.7808,8 10 2 9 8 7 4 5 7 0 1 10 3 7 11 9 4 7 6 10 5 ,10,5000,200,0.5,0.9,100,100,500
286,30.846,6 8 11 10 8 8 9 9 8 1 7 2 4 8 0 11 6 1 5 10 3 ,10,5000,200,0.5,0.9,100,100,500
472,33.1526,2 4 8 10 3 4 6 11 6 1 5 1 0 4 0 3 9 4 7 2 11 ,10,5000,200,0.5,0.9,100,100,500
749,55.7136,9 4 11 7 0 8 7 6 5 6 5 2 6 7 9 8 3 10 2 2 1 ,10,5000,200,0.5,0.9,100,100,500
